caseid,sex,birthregion,mom_ed,friends1,sma,sra,gpa1,income3,jobscore3,jobsat3
668,Male,United States,College graduate or more,6,71,57,1.58,1600,51,4
681,Female,United States,less.than.hs,48,46,46,2.92,1800,66,4
683,Female,United States,less.than.hs,13,94,68,3.67,1600,72,4
685,Male,United States,College graduate or more,13,99,88,4.67,2500,67,2
692,Female,United States,College graduate or more,44,84,0,3.64,1200,78,4
706,Male,United States,less.than.hs,3,5,2,1,800,18,3
713,Male,United States,High school graduate,1,45,52,1.79,1900,30,2
751,Female,United States,less.than.hs,3,47,61,3.2,1280,42,4
759,Male,United States,Some college/university,1,34,70,1.8,2400,33,4
762,Female,United States,Some college/university,13,12,2,2.67,2300,31,4
768,Female,United States,less.than.hs,40,1,1,2.8,1200,31,4
781,Female,United States,less.than.hs,3,1,41,1.2,1533,56,4
783,Female,United States,less.than.hs,30,36,20,3.3,1900,38,4
784,Female,United States,less.than.hs,10,26,31,2.5,2000,55,4
786,Female,United States,less.than.hs,30,15,2,1.7,2500,31,4
787,Male,United States,less.than.hs,2,25,9,1.7,2000,44,5
800,Male,United States,less.than.hs,22,3,3,2.3,1600,20,3
801,Male,United States,College graduate or more,3,20,9,2.1,2500,38,5
802,Female,United States,less.than.hs,35,20,6,3.5,1400,34,4
828,Female,United States,less.than.hs,22,36,41,3.4,1600,42,4
841,Male,United States,less.than.hs,30,29,65,1.6,900,28,4
842,Male,United States,High school graduate,8,51,20,1.6,1800,33,4
853,Male,United States,Some college/university,39,61,41,2.67,1350,42,4
863,Female,United States,High school graduate,18,66,70,2.25,1400,23,4
870,Female,United States,Some college/university,22,92,81,3.58,2400,62,5
874,Male,United States,High school graduate,18,67,18,2.25,1500,29,4
878,Female,United States,Some college/university,14,41,27,1.55,2800,27,5
880,Female,United States,Some college/university,48,66,63,3,450,69,4
881,Female,United States,less.than.hs,23,21,23,2.4,2000,34,3
883,Male,United States,less.than.hs,26,23,61,1.5,1600,29,4
885,Male,United States,less.than.hs,22,63,95,2.8,2700,55,4
891,Female,United States,less.than.hs,3,73,38,2.79,1480,49,5
893,Female,United States,less.than.hs,3,65,31,2.17,1800,42,4
907,Female,United States,less.than.hs,13,71,35,2.17,1200,42,3
908,Female,United States,High school graduate,35,69,57,3,1000,53,4
916,Female,United States,College graduate or more,30,37,49,1.42,1760,34,4
919,Female,United States,High school graduate,3,71,76,3.33,2080,58,5
921,Female,United States,College graduate or more,22,86,88,3.08,2200,69,5
924,Male,United States,College graduate or more,18,6,20,1.67,1600,51,4
926,Male,United States,College graduate or more,18,8,27,0.5,2500,29,5
927,Female,United States,less.than.hs,22,54,16,2.33,1800,44,4
932,Male,United States,less.than.hs,40,26,31,1.8,1200,33,4
938,Male,United States,less.than.hs,35,50,37,1.9,1000,60,3
945,Male,United States,High school graduate,4,75,31,2.4,1200,39,5
949,Female,United States,High school graduate,13,77,55,2.83,400,38,1
953,Female,United States,less.than.hs,2,4,18,1.25,800,38,3
956,Female,United States,less.than.hs,13,7,9,3.59,1250,38,1
965,Female,United States,less.than.hs,3,28,37,2.5,1352,39,4
970,Female,United States,less.than.hs,30,56,37,3,1200,42,3
975,Male,United States,less.than.hs,6,12,4,2.6,1200,29,5
978,Female,United States,less.than.hs,31,34,32,1.5,1600,38,4
980,Female,United States,College graduate or more,40,20,40,1.83,1650,34,4
983,Male,United States,High school graduate,35,92,70,2.83,2000,39,3
985,Female,United States,less.than.hs,13,29,20,3.09,2000,26,5
997,Female,United States,less.than.hs,2,11,46,1.58,1120,42,1
1017,Female,United States,less.than.hs,35,77,35,2.67,1600,55,4
1026,Female,United States,less.than.hs,18,77,50,2.5,1300,38,4
1027,Female,United States,High school graduate,35,92,50,3.5,2000,62,2
1028,Female,United States,College graduate or more,8,41,37,3.17,500,38,5
1030,Female,United States,High school graduate,18,71,47,2.83,1000,57,3
1031,Female,United States,less.than.hs,40,87,9,1.67,1000,42,4
1037,Male,United States,High school graduate,18,35,29,2.17,1500,49,3
1044,Male,United States,College graduate or more,7,57,79,3.3,1200,53,3
1045,Female,United States,less.than.hs,13,35,41,2.17,1700,50,4
1048,Male,United States,High school graduate,22,33,18,2.08,1450,50,4
1062,Female,United States,Some college/university,2,83,29,2.83,2400,52,5
1066,Female,United States,High school graduate,14,73,73,2.33,2400,52,4
1075,Female,United States,Some college/university,40,74,20,2.83,1600,44,4
1081,Male,United States,Some college/university,22,99,54,3.33,500,58,3
1084,Female,United States,College graduate or more,3,61,62,2.58,2000,38,4
1085,Female,United States,less.than.hs,40,80,54,2.83,464,50,4
1122,Male,United States,less.than.hs,35,54,40,2.5,1400,34,4
1135,Female,United States,less.than.hs,5,70,41,3.5,2080,56,5
1142,Female,United States,High school graduate,30,51,54,1.17,1800,53,5
1143,Female,United States,High school graduate,3,25,50,2.75,2800,49,4
1154,Female,United States,Some college/university,3,94,43,4.08,1900,66,4
1157,Male,United States,College graduate or more,22,23,61,3.5,2000,53,4
1166,Male,United States,High school graduate,3,92,37,2.08,2000,42,4
1188,Female,United States,Some college/university,40,90,85,2.9,1600,42,5
1241,Female,United States,less.than.hs,36,77,5,3.9,1100,52,1
1252,Female,United States,less.than.hs,3,2,1,1.2,1200,34,4
1253,Male,United States,College graduate or more,14,53,34,2.4,1000,23,3
1258,Male,United States,less.than.hs,14,41,8,3.3,2200,33,4
1262,Male,United States,less.than.hs,35,1,20,2.6,900,34,3
1263,Male,United States,less.than.hs,22,1,79,2.1,500,55,1
1265,Male,United States,High school graduate,49,41,3,3.6,2400,26,4
1266,Male,United States,High school graduate,45,21,1,1.8,2000,39,4
1267,Female,United States,less.than.hs,40,10,2,3.36,500,50,5
1283,Male,United States,less.than.hs,1,36,8,2.8,2000,39,4
1293,Male,United States,less.than.hs,4,1,1,1.6,500,42,4
1295,Female,United States,less.than.hs,51,47,79,1.8,900,31,4
1301,Female,United States,less.than.hs,13,70,31,3.33,1800,67,4
1303,Female,United States,less.than.hs,6,98,99,4,1584,66,4
1308,Male,United States,College graduate or more,35,90,66,4,2000,42,1
1317,Female,United States,less.than.hs,14,74,49,2.75,2000,51,5
1320,Female,United States,less.than.hs,40,64,40,2.17,2500,60,3
1347,Male,United States,Some college/university,14,82,55,2.5,2400,55,4
1356,Male,United States,College graduate or more,36,85,29,3,2500,70,5
1359,Female,United States,less.than.hs,2,80,66,3.25,2075,34,3
1360,Female,United States,High school graduate,3,9,10,2.9,1600,38,3
1364,Male,United States,less.than.hs,8,63,47,2,1600,29,4
1367,Male,United States,less.than.hs,13,56,43,1.67,1800,49,4
1369,Male,United States,less.than.hs,13,88,68,2.67,1000,42,4
1370,Male,United States,High school graduate,13,94,54,2.83,1800,42,5
1378,Female,United States,High school graduate,30,63,32,2.42,800,58,3
1380,Male,United States,less.than.hs,35,40,2,1.08,2000,24,3
1381,Female,United States,Some college/university,35,59,20,2.75,2300,42,4
1390,Male,United States,less.than.hs,36,51,37,3.17,2100,32,4
1393,Male,United States,High school graduate,22,45,54,2.02,1120,34,3
1407,Male,United States,College graduate or more,35,18,73,1.58,2500,35,5
1409,Male,United States,less.than.hs,13,22,25,2.08,850,34,2
1427,Female,United States,College graduate or more,1,5,1,3.3,500,34,3
1428,Female,United States,College graduate or more,35,95,67,3.17,700,42,4
1429,Male,United States,less.than.hs,14,31,20,1.33,2300,39,4
1438,Female,United States,High school graduate,1,74,22,2.5,2000,57,5
1439,Male,United States,College graduate or more,30,88,59,4.33,400,78,4
1446,Male,United States,High school graduate,13,99,88,4.33,2400,44,5
1448,Male,United States,Some college/university,7,88,88,4.33,1500,53,4
1456,Female,United States,College graduate or more,35,77,67,1.25,1000,50,4
1458,Female,United States,less.than.hs,13,46,24,2.25,500,42,5
1461,Female,United States,High school graduate,30,74,71,2.67,1090,56,3
1463,Female,United States,less.than.hs,13,54,50,1.82,1200,56,3
1466,Male,United States,less.than.hs,40,7,1,0.67,1800,29,3
1482,Female,United States,College graduate or more,30,71,1,2.9,1700,53,5
1490,Female,United States,High school graduate,3,61,57,2.17,2200,42,4
1494,Male,United States,Some college/university,2,66,35,2,1300,62,4
1501,Female,United States,College graduate or more,44,88,32,2.08,1900,50,5
1503,Female,United States,College graduate or more,30,26,22,2,2100,53,5
1510,Female,United States,High school graduate,18,74,22,2.17,2500,58,4
1521,Female,United States,less.than.hs,3,99,46,3.5,2000,44,3
1522,Female,United States,Some college/university,51,37,67,2.92,1000,55,3
1526,Male,United States,Some college/university,44,89,57,2.31,1800,53,1
1529,Male,United States,less.than.hs,18,1,7,0.67,1600,34,5
1530,Female,United States,College graduate or more,26,42,24,2.7,1600,38,5
1531,Female,United States,Some college/university,35,85,68,3.67,1520,42,3
1537,Female,United States,High school graduate,40,91,70,3.33,1620,56,4
1539,Female,United States,less.than.hs,40,64,79,2.83,1000,56,5
1540,Female,United States,College graduate or more,3,73,5,2.08,2000,23,3
1546,Male,United States,College graduate or more,35,99,82,2.58,2200,34,3
1553,Female,United States,High school graduate,2,63,29,2.67,2400,34,3
1558,Male,United States,High school graduate,22,66,27,3,900,39,3
1561,Male,United States,less.than.hs,44,45,25,2.7,1900,20,1
1562,Female,United States,College graduate or more,44,31,79,2.25,1300,20,5
1567,Female,United States,less.than.hs,35,67,27,2.17,1500,42,4
1570,Female,United States,High school graduate,51,56,31,3,2400,55,5
1575,Female,United States,High school graduate,8,5,37,1.58,1312,42,5
1578,Male,United States,College graduate or more,13,7,16,2.33,500,34,4
1579,Female,United States,less.than.hs,14,39,27,2.42,1590,53,4
1581,Male,United States,College graduate or more,30,65,83,2.5,2500,39,5
1616,Male,United States,College graduate or more,34,90,80,2.7,1000,39,4
1973,Male,United States,High school graduate,22,25,57,2.5,2500,52,5
1978,Female,United States,Some college/university,13,88,43,4.17,2000,78,2
1979,Female,United States,less.than.hs,30,26,43,3,560,34,1
1990,Female,United States,High school graduate,3,54,63,2.75,1018,38,3
1996,Male,United States,Some college/university,3,26,24,2.17,2500,35,5
2000,Male,United States,less.than.hs,3,39,29,1.58,1650,50,3
2001,Male,United States,less.than.hs,35,51,32,0.7,1600,20,5
2004,Male,United States,less.than.hs,18,34,43,2.57,2500,50,4
2005,Female,United States,High school graduate,35,83,44,2.83,2100,42,5
2011,Female,United States,less.than.hs,3,59,37,2.17,1486,42,4
2015,Female,United States,High school graduate,22,66,54,2.83,2000,42,2
2017,Male,United States,High school graduate,8,79,24,1.58,1500,39,5
2019,Male,United States,High school graduate,35,33,9,2.5,1300,26,4
2023,Female,United States,High school graduate,18,17,1,1.83,1500,49,4
2034,Female,United States,Some college/university,30,98,84,4.33,1400,42,3
2039,Female,United States,College graduate or more,40,98,73,3.33,2200,78,5
2058,Female,United States,High school graduate,3,62,71,2.67,1300,32,1
2066,Male,United States,High school graduate,35,73,70,2.58,1500,46,3
2070,Female,United States,less.than.hs,44,39,67,3.17,1000,53,2
2074,Male,United States,High school graduate,5,46,22,2.33,1600,34,3
2084,Male,United States,High school graduate,30,94,76,1.67,1600,29,4
2085,Male,United States,Some college/university,18,73,74,3.07,1800,41,4
2091,Male,United States,Some college/university,35,89,8,1.42,2800,32,3
2093,Male,United States,less.than.hs,3,15,29,1.08,1250,34,4
2109,Female,United States,College graduate or more,30,57,50,2.17,1600,42,5
2118,Female,United States,College graduate or more,30,91,74,3.6,2080,53,1
2122,Female,United States,less.than.hs,22,31,18,2.67,1400,52,5
2123,Female,United States,College graduate or more,13,68,74,3.25,2300,72,4
2128,Female,United States,High school graduate,35,99,79,3.83,1000,72,5
2131,Female,United States,College graduate or more,40,87,73,3.33,2000,53,5
2133,Female,United States,less.than.hs,40,71,31,3,600,60,3
2140,Male,United States,Some college/university,3,44,29,1.2,1800,29,3
2156,Female,United States,less.than.hs,40,41,13,2.2,1100,39,5
2174,Female,United States,High school graduate,13,2,1,1.9,700,16,4
2197,Female,United States,High school graduate,3,47,32,3.5,1480,51,4
2202,Female,United States,College graduate or more,30,80,35,2.33,2200,52,5
2203,Female,United States,College graduate or more,44,99,80,3.25,1900,60,5
2209,Female,United States,less.than.hs,22,40,37,0.92,1400,56,3
2214,Female,United States,College graduate or more,13,57,54,2.33,1900,53,2
2218,Female,United States,High school graduate,30,86,18,1.75,2500,44,4
2239,Female,United States,College graduate or more,30,23,27,2.33,1100,42,4
2240,Male,United States,College graduate or more,31,98,91,4.08,1250,55,4
2244,Female,United States,College graduate or more,35,99,74,4,1400,70,4
2250,Male,United States,Some college/university,44,82,74,3.25,600,50,5
2257,Female,United States,less.than.hs,1,13,32,2.33,2700,60,4
2266,Female,United States,less.than.hs,23,68,28,3.8,1200,34,4
2270,Male,United States,less.than.hs,3,94,53,2.67,1200,39,4
2272,Female,United States,High school graduate,40,54,76,3.17,700,45,4
2274,Female,United States,College graduate or more,13,66,27,2.42,1000,34,5
2294,Male,United States,Some college/university,30,99,86,4.5,2500,62,2
2301,Female,United States,Some college/university,13,74,18,2.5,1600,34,5
2304,Male,United States,College graduate or more,3,88,79,4.14,1600,66,5
2314,Male,United States,College graduate or more,4,28,16,1.5,2000,31,3
2318,Female,United States,College graduate or more,3,45,76,3.33,600,53,5
2322,Female,United States,less.than.hs,3,41,51,2.17,1250,38,4
2325,Female,United States,High school graduate,22,28,62,1.5,1135,29,4
2326,Female,United States,less.than.hs,48,34,40,3.92,400,42,4
2330,Female,United States,College graduate or more,18,62,3,2.5,1600,67,5
2335,Female,United States,less.than.hs,30,61,4,1.33,1500,31,3
2337,Female,United States,Some college/university,3,54,27,2.75,1000,42,4
2344,Female,United States,College graduate or more,30,35,44,3.67,2100,39,4
2356,Female,United States,less.than.hs,2,57,27,1.33,1500,58,4
2359,Female,United States,less.than.hs,22,39,51,2.33,1200,28,4
2360,Female,United States,High school graduate,35,49,62,2.92,1500,34,2
2362,Female,United States,College graduate or more,3,91,73,4,2700,62,5
2374,Female,United States,less.than.hs,35,78,53,2.2,2700,34,5
2376,Male,United States,Some college/university,22,44,67,1.17,2500,21,1
2378,Female,United States,High school graduate,22,99,60,3.58,1760,42,4
2393,Male,United States,Some college/university,18,26,34,2,1100,28,2
2396,Female,United States,less.than.hs,3,4,1,2.2,1310,37,5
2403,Female,United States,High school graduate,35,93,52,3.6,1520,55,4
2404,Female,United States,less.than.hs,22,77,57,1.4,2300,44,5
2412,Male,United States,High school graduate,35,8,21,0.92,630,42,4
2415,Male,United States,College graduate or more,40,79,79,3,1000,37,1
2420,Female,United States,College graduate or more,13,82,64,4,2000,37,4
2421,Female,United States,Some college/university,13,34,37,3.25,2000,60,5
2422,Male,United States,Some college/university,13,64,29,2.5,2300,42,3
2427,Male,United States,less.than.hs,3,2,35,1.92,840,20,3
2428,Male,United States,High school graduate,35,49,37,3,2000,53,5
2429,Female,United States,College graduate or more,30,94,87,3.17,1900,53,1
2436,Female,United States,less.than.hs,22,83,54,2.67,760,52,4
2442,Female,United States,High school graduate,30,22,57,1.79,2100,53,4
2455,Male,United States,Some college/university,30,92,88,4.17,1200,60,3
2460,Female,United States,less.than.hs,14,12,24,2.17,1200,28,4
2470,Male,United States,High school graduate,23,95,86,3.57,1300,78,4
2472,Male,United States,High school graduate,35,57,60,2.83,2500,29,4
2485,Female,United States,less.than.hs,22,56,43,2.17,950,42,3
2487,Female,United States,College graduate or more,40,62,34,3,1300,48,4
2505,Female,United States,less.than.hs,3,71,14,2.36,1040,53,4
2507,Female,United States,less.than.hs,3,12,3,2.8,1600,37,1
2521,Female,United States,College graduate or more,48,99,84,4.42,2400,49,5
2532,Male,United States,less.than.hs,13,64,35,3.08,2390,52,5
2537,Female,United States,High school graduate,44,99,32,4.17,2600,54,3
2539,Female,United States,less.than.hs,30,89,67,2.67,1000,38,4
2543,Female,United States,College graduate or more,2,44,50,1.75,1800,39,5
2544,Female,United States,less.than.hs,40,61,40,4.33,2000,60,5
2546,Female,United States,High school graduate,35,56,37,2.67,1300,52,4
2552,Male,United States,less.than.hs,18,7,20,2.33,1200,53,5
2554,Female,United States,less.than.hs,22,83,27,2.15,800,57,1
2560,Female,United States,Some college/university,2,64,46,2.25,1000,44,5
2567,Female,United States,College graduate or more,3,2,2,2.1,1300,34,4
2571,Male,United States,High school graduate,13,66,57,2.56,1800,34,4
2574,Male,United States,Some college/university,18,88,27,2.33,1200,49,2
2579,Female,United States,less.than.hs,3,47,85,2.58,1300,42,4
2585,Male,United States,Some college/university,8,71,78,1.76,1200,53,3
2589,Male,United States,less.than.hs,8,92,79,1.67,1800,51,4
2590,Female,United States,Some college/university,22,55,28,2.42,1600,34,4
2592,Male,United States,less.than.hs,36,13,4,0.33,1100,36,4
2601,Male,United States,College graduate or more,14,77,46,3,2000,42,4
2602,Male,United States,Some college/university,14,49,18,3.5,1300,62,3
2615,Female,United States,College graduate or more,22,24,57,1.25,2500,54,5
2616,Female,United States,less.than.hs,13,28,37,0.92,1312,42,4
2620,Female,United States,less.than.hs,35,51,41,2.75,1500,39,2
2629,Female,United States,Some college/university,3,95,88,4.25,2200,42,5
2631,Male,United States,Some college/university,40,73,37,3.33,800,34,1
2632,Female,United States,less.than.hs,13,71,37,2.67,1800,53,5
2642,Female,United States,Some college/university,35,99,55,3.58,200,42,4
2643,Male,United States,High school graduate,23,69,41,1.92,1200,43,3
2646,Female,United States,College graduate or more,44,28,16,1.42,2100,52,5
2653,Female,United States,less.than.hs,44,44,27,2.08,1400,53,5
2654,Female,United States,Some college/university,14,65,55,2.58,450,42,4
2655,Female,United States,High school graduate,40,74,79,3.25,1200,49,4
2657,Female,United States,less.than.hs,35,67,50,1.67,1200,42,4
2663,Male,United States,less.than.hs,8,10,10,1.7,2400,37,3
2670,Female,United States,High school graduate,30,44,37,2.83,850,50,5
2674,Female,United States,High school graduate,30,83,35,2.67,1300,53,4
2676,Female,United States,less.than.hs,2,77,80,4,2400,67,4
2679,Female,United States,High school graduate,40,85,55,3,500,42,4
2683,Female,United States,High school graduate,22,95,62,1,2400,49,5
2690,Female,United States,High school graduate,35,73,29,2.75,1600,34,4
2691,Female,United States,College graduate or more,18,24,20,1.75,1300,34,4
2694,Male,United States,Some college/university,44,59,46,2.83,1400,37,3
2699,Male,United States,less.than.hs,3,77,70,3.17,1800,53,4
2707,Female,United States,College graduate or more,3,61,22,2,1700,41,5
2713,Female,United States,College graduate or more,35,89,50,1.75,2630,42,5
2729,Female,United States,less.than.hs,30,83,63,4,2500,57,5
2734,Male,United States,Some college/university,22,77,35,2.67,900,20,4
2739,Female,United States,College graduate or more,23,59,25,1.79,1200,22,4
2740,Female,United States,High school graduate,48,66,73,3.2,1000,60,5
2745,Male,United States,less.than.hs,3,7,12,1.83,2500,53,5
2747,Female,United States,less.than.hs,8,51,29,2.83,840,50,4
2751,Male,United States,less.than.hs,35,32,22,1.5,1600,55,4
2755,Male,United States,High school graduate,2,51,21,2.33,2500,50,3
2772,Male,United States,High school graduate,1,87,18,2.33,1300,38,5
2785,Female,United States,College graduate or more,9,18,35,2.83,1200,53,4
2960,Male,United States,less.than.hs,13,7,26,2.23,800,30,1
2972,Female,United States,College graduate or more,22,33,22,1.17,1444,34,4
3077,Female,United States,less.than.hs,18,53,43,3.08,450,37,5
3098,Male,United States,High school graduate,13,74,41,2.8,1200,55,4
3101,Male,United States,Some college/university,40,95,67,3.67,1500,48,5
3211,Female,United States,Some college/university,22,22,21,0.43,1500,44,3
3248,Male,United States,less.than.hs,40,69,0,2.57,2800,52,3
3274,Female,United States,less.than.hs,13,15,4,2.33,1043,31,3
3305,Female,United States,College graduate or more,35,87,62,3.67,1500,52,4
5255,Female,United States,High school graduate,3,39,85,1.94,1400,34,4
5261,Male,United States,Some college/university,35,71,62,4.17,900,42,3
